setup,direction,entry_time,entry_price,exit_time,exit_price,exit_reason,stop,target,pnl_pts,pnl_dollar
MS_ONH,SHORT,2024-04-18 12:25:00-04:00,5079.75,2024-04-18 12:30:00-04:00,5069.5,target,5088.25,5069.5,10.25,507.5
MS_pVAH,SHORT,2024-04-24 10:40:00-04:00,5105.0,2024-04-24 11:05:00-04:00,5094.0,target,5116.0,5094.0,11.0,545.0
MS_ONL,LONG,2024-04-24 13:40:00-04:00,5112.0,2024-04-24 14:10:00-04:00,5102.5,stop,5102.5,5124.75,-9.5,-480.0
MS_ONL,LONG,2024-04-25 10:40:00-04:00,5037.25,2024-04-25 10:50:00-04:00,5030.25,stop,5030.25,5045.0,-7.0,-355.0
MS_ONH,SHORT,2024-04-25 15:00:00-04:00,5082.0,2024-04-25 15:15:00-04:00,5086.5,stop,5086.5,5036.5,-4.5,-230.0
MS_ONH,SHORT,2024-04-26 11:45:00-04:00,5136.5,2024-04-26 13:00:00-04:00,5144.25,stop,5144.25,5125.5,-7.75,-392.5
OS_GAP_UP,SHORT,2024-04-29 09:30:00-04:00,5153.25,2024-04-29 09:40:00-04:00,5143.0,target,5159.25,5143.0,10.25,507.5
MS_ONL,LONG,2024-05-02 11:30:00-04:00,5060.0,2024-05-02 13:10:00-04:00,5072.0,target,5052.25,5072.0,12.0,595.0
MS_pVAH,SHORT,2024-05-02 15:50:00-04:00,5083.25,2024-05-02 15:55:00-04:00,5089.0,stop,5089.0,5061.5,-5.75,-292.5
MS_ONH,SHORT,2024-05-02 15:55:00-04:00,5091.5,2024-05-02 16:00:00-04:00,5094.0,stop,5094.0,5061.5,-2.5,-130.0
MS_ONH,SHORT,2024-05-03 15:30:00-04:00,5153.75,2024-05-03 15:55:00-04:00,5154.25,flatten,5161.0,5139.0,-0.5,-30.0
MS_ONH,SHORT,2024-05-06 11:25:00-04:00,5182.0,2024-05-06 11:35:00-04:00,5183.5,stop,5183.5,5174.0,-1.5,-80.0
OS_GAP_UP,SHORT,2024-05-07 09:30:00-04:00,5218.25,2024-05-07 13:20:00-04:00,5225.25,stop,5225.25,5207.0,-7.0,-355.0
MS_ONH,SHORT,2024-05-07 13:55:00-04:00,5210.75,2024-05-07 15:55:00-04:00,5212.25,flatten,5221.25,5202.25,-1.5,-80.0
OS_GAP_DN,LONG,2024-05-08 09:30:00-04:00,5196.0,2024-05-08 10:25:00-04:00,5210.0,target,5183.75,5210.0,14.0,695.0
OS_GAP_UP,SHORT,2024-05-10 09:30:00-04:00,5258.25,2024-05-10 10:50:00-04:00,5239.25,target,5265.75,5239.25,19.0,945.0
MS_pVAH,SHORT,2024-05-10 10:50:00-04:00,5238.0,2024-05-10 10:55:00-04:00,5243.0,stop,5243.0,5229.5,-5.0,-255.0
MS_ONL,LONG,2024-05-10 12:45:00-04:00,5244.25,2024-05-10 15:55:00-04:00,5245.25,flatten,5235.25,5256.0,1.0,45.0
MS_pVAH,SHORT,2024-05-16 13:05:00-04:00,5340.5,2024-05-16 13:15:00-04:00,5342.0,stop,5342.0,5332.0,-1.5,-80.0
MS_ONH,SHORT,2024-05-16 13:15:00-04:00,5340.25,2024-05-16 13:20:00-04:00,5332.0,target,5347.25,5332.0,8.25,407.5
MS_ONH,SHORT,2024-05-17 10:30:00-04:00,5325.0,2024-05-17 11:00:00-04:00,5316.5,target,5330.0,5316.5,8.5,420.0
MS_ONL,LONG,2024-05-17 14:00:00-04:00,5315.75,2024-05-17 14:15:00-04:00,5309.25,stop,5309.25,5324.0,-6.5,-330.0
MS_ONH,SHORT,2024-05-20 12:20:00-04:00,5339.25,2024-05-20 12:30:00-04:00,5341.25,stop,5341.25,5327.75,-2.0,-105.0
OS_GAP_DN,LONG,2024-05-21 09:30:00-04:00,5327.25,2024-05-21 10:30:00-04:00,5333.0,target,5317.5,5333.0,5.75,282.5
OS_GAP_DN,LONG,2024-05-22 09:30:00-04:00,5340.25,2024-05-22 13:35:00-04:00,5329.25,stop,5329.25,5346.0,-11.0,-555.0
OS_GAP_UP,SHORT,2024-05-24 09:30:00-04:00,5305.0,2024-05-24 10:20:00-04:00,5310.75,stop,5310.75,5292.0,-5.75,-292.5
OS_GAP_DN,LONG,2024-05-30 09:30:00-04:00,5268.5,2024-05-30 15:45:00-04:00,5245.5,stop,5245.5,5285.0,-23.0,-1155.0
MS_ONL,LONG,2024-05-31 13:20:00-04:00,5229.0,2024-05-31 13:40:00-04:00,5226.75,stop,5226.75,5242.0,-2.25,-117.5
OS_GAP_UP,SHORT,2024-06-03 09:30:00-04:00,5308.75,2024-06-03 09:55:00-04:00,5296.75,target,5318.25,5296.75,12.0,595.0
MS_pVAH,SHORT,2024-06-03 12:30:00-04:00,5254.75,2024-06-03 12:35:00-04:00,5258.0,stop,5258.0,5230.5,-3.25,-167.5
MS_ONL,LONG,2024-06-03 15:50:00-04:00,5287.5,2024-06-03 15:55:00-04:00,5296.0,target,5286.25,5296.0,8.5,420.0
OS_GAP_DN,LONG,2024-06-04 09:30:00-04:00,5279.0,2024-06-04 14:15:00-04:00,5299.5,target,5257.0,5299.5,20.5,1020.0
MS_pVAH,SHORT,2024-06-04 15:40:00-04:00,5302.75,2024-06-04 15:50:00-04:00,5306.0,stop,5306.0,5278.5,-3.25,-167.5
MS_ONH,SHORT,2024-06-04 15:50:00-04:00,5303.25,2024-06-04 15:55:00-04:00,5304.0,flatten,5307.5,5278.5,-0.75,-42.5
